instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
90877,36,0.00134,0.516,285900,0.948,0,D,0.116,-3.228,Major,0.0604,142.942,0.388,Anime
84310,30,0.162,0.556,276720,0.945,0.000132,G#,0.139,-4.471,Major,0.0924,133.984,0.5,Anime
83772,22,5.78E-06,0.249,263975,0.944,0.731,G,0.154,-2.857,Minor,0.0662,146.894,0.304,Anime
35422,21,0.0368,0.611,154333,0.524,0.908,G#,0.0772,-12.311,Minor,0.0364,170.3,0.819,Anime
90942,15,0.0336,0.56,299493,0.924,0.000217,D,0.0936,-2,Major,0.0561,133.22,0.326,Anime
58505,17,0.145,0.704,189291,0.854,0.0194,A,0.0882,-5.878,Major,0.0542,127.97,0.153,Anime
56306,29,0.703,0.525,324493,0.479,0,A,0.0799,-8.092,Major,0.0271,146.362,0.295,Anime
83118,13,0.213,0.259,99675,0.642,0.893,D,0.416,-9.052,Major,0.041,81.353,0.208,Anime
20040,28,0.00146,0.401,188587,0.985,0,F,0.19,-0.406,Minor,0.212,170.066,0.431,Anime
80939,17,0.0287,0.629,306907,0.902,0,D,0.257,-4.332,Major,0.101,101.51,0.187,Anime
58598,33,0.947,0.554,218440,0.241,0.306,B,0.108,-13.894,Major,0.0322,127.509,0.416,Anime
80580,19,0.00116,0.569,221714,0.824,0,B,0.036,-2.718,Minor,0.04,105.992,0.809,Anime
74796,46,0.000894,0.264,319907,0.951,0.0442,G,0.127,-7.356,Major,0.146,149.99,0.159,Anime
69427,18,0.689,0.278,342871,0.374,0.874,D,0.311,-18.114,Major,0.155,113.924,0.0353,Anime
87186,17,0.000374,0.354,173213,0.933,0.59,D,0.292,-3.001,Major,0.0461,152.962,0.484,Anime
67770,12,0.299,0.261,170493,0.303,0.52,E,0.15,-13.747,Minor,0.0319,123.723,0.0637,Anime
60876,16,8.39E-05,0.432,199440,0.984,0.843,B,0.278,-10.481,Minor,0.0832,139.649,0.82,Anime
37840,17,0.00014,0.346,240253,0.935,3.81E-05,A#,0.258,-2.701,Minor,0.177,92.509,0.614,Anime
75581,14,0.03,0.638,285493,0.701,0,E,0.333,-2.115,Minor,0.0276,101.977,0.436,Anime
79284,28,0.0935,0.61,261787,0.568,0,G,0.101,-4.342,Major,0.0309,82.977,0.751,Anime
49704,36,0.869,0.146,189920,0.155,0.749,G,0.934,-25.874,Major,0.0513,139.569,0.105,Anime
86450,33,0.241,0.256,267813,0.761,0,G#,0.171,-4.887,Major,0.0381,91.96,0.431,Anime
57083,16,0.0256,0.563,286440,0.801,1.52E-06,D#,0.163,-5.475,Major,0.0383,88.033,0.501,Anime
71269,21,0.000124,0.342,325147,0.933,0.000974,D,0.0402,-4.217,Major,0.0464,89.481,0.396,Anime
34035,23,2.45E-06,0.568,261507,0.934,0.0164,B,0.35,-4.227,Minor,0.0395,101.969,0.394,Anime
85926,14,0.12,0.4,279227,0.59,1.50E-06,C,0.128,-6.499,Minor,0.0333,169.848,0.569,Anime
48619,17,0.000677,0.587,59268,0.803,0.723,A,0.0565,-6.156,Major,0.0323,150.108,0.824,Anime
75050,27,0.503,0.51,122413,0.197,0.622,A,0.356,-14.236,Minor,0.0332,79.874,0.424,Anime
88489,21,0.008,0.549,252227,0.955,0,E,0.39,-3.312,Minor,0.0552,130.101,0.606,Anime
40529,13,0.226,0.653,238467,0.984,0.000175,B,0.116,-3.045,Major,0.107,132.005,0.48,Anime
20670,36,0.000693,0.596,271933,0.944,6.67E-06,B,0.0877,-4.871,Major,0.0397,121.79,0.596,Anime
73798,29,0.0162,0.494,265600,0.766,3.69E-06,C,0.179,-4.856,Major,0.0364,141.98,0.454,Anime
61824,18,0.436,0.512,272000,0.49,0,A,0.139,-4.113,Major,0.0284,127.953,0.167,Anime
22824,16,0.0032,0.657,80622,0.809,0.897,A,0.0899,-8.205,Major,0.0538,150.1,0.528,Anime
40393,19,0.358,0.26,303107,0.29,1.25E-05,D,0.172,-7.145,Minor,0.0322,109.007,0.124,Anime
87023,24,0.00223,0.241,191200,0.75,0.723,G,0.106,-5.596,Minor,0.0603,84.795,0.21,Anime
56681,20,0.014,0.386,328373,0.937,6.55E-06,D,0.927,-6.05,Major,0.119,137.756,0.195,Anime
33689,30,0.968,0.732,265153,0.151,0.863,F,0.102,-14.16,Major,0.0481,103.97,0.598,Anime
65298,19,0.0261,0.609,226960,0.887,1.59E-06,G,0.324,-3.151,Major,0.0832,139.971,0.573,Anime
65802,32,0.348,0.298,267000,0.663,0.914,C,0.709,-12.276,Major,0.133,136.895,0.178,Anime
55961,21,0.0319,0.244,98000,0.337,0.904,G,0.323,-16.722,Minor,0.0371,169.936,0.174,Anime
25035,35,0.039,0.581,302960,0.91,3.28E-06,C#,0.191,-3.531,Major,0.0342,123.993,0.682,Anime
28169,9,0.00312,0.542,319177,0.984,0.0475,A,0.36,-2.483,Major,0.0358,146.982,0.865,Anime
60853,17,0.00018,0.479,171740,0.868,0.793,G,0.128,-7.522,Minor,0.0313,166.059,0.811,Anime
47856,17,0.818,0.327,111093,0.147,0.872,G#,0.0883,-17.778,Major,0.0358,98.545,0.228,Anime
64695,23,0.914,0.695,313813,0.239,0,C,0.229,-8.951,Major,0.0336,129.737,0.325,Anime
56576,15,0.000533,0.548,205640,0.952,2.24E-05,D,0.159,-2.816,Minor,0.0661,115.002,0.59,Anime
57839,23,5.87E-05,0.707,114947,0.794,0.84,C#,0.0823,-9.05,Major,0.0406,146.992,0.203,Anime
25190,33,0.487,0.562,151773,0.477,0.892,A,0.171,-10.685,Major,0.0341,115.841,0.655,Anime
80323,37,0.0372,0.405,275813,0.952,1.36E-05,C,0.163,-2.933,Minor,0.19,159.067,0.333,Anime
30520,42,0.0638,0.678,194893,0.582,0,C#,0.139,-6.603,Major,0.0264,104.961,0.306,Anime
62414,16,2.87E-05,0.399,177120,0.961,1.63E-05,F,0.343,-4.32,Minor,0.174,153.059,0.447,Anime
22183,24,0.00551,0.359,287120,0.9,0.0401,F,0.112,-1.189,Major,0.0467,167.821,0.523,Anime
88131,20,0.0796,0.625,219655,0.862,0,D,0.0977,-4.507,Major,0.0767,177.981,0.725,Anime
85360,15,0.133,0.483,285013,0.911,0,C#,0.454,-3.883,Major,0.228,177.981,0.646,Anime
76032,44,0.0282,0.683,313547,0.94,0,E,0.144,-3.207,Minor,0.0613,116.969,0.767,Anime
42487,22,0.827,0.256,334547,0.38,0.788,E,0.103,-11.531,Minor,0.0335,132.265,0.229,Anime
36138,21,0.000608,0.364,211467,0.926,1.98E-05,B,0.378,-3.045,Minor,0.0475,156.953,0.334,Anime
33614,16,0.000286,0.527,92573,0.752,0.785,A,0.152,-5.76,Major,0.0406,95.018,0.474,Anime
89501,40,0.223,0.406,274733,0.66,3.12E-05,C,0.261,-2.923,Major,0.0296,185.839,0.288,Anime
55918,13,0.496,0.598,222973,0.662,0.85,A,0.0736,-13.112,Minor,0.0263,104.987,0.934,Anime
70339,23,0.919,0.338,143773,0.33,0.916,C,0.221,-13.061,Minor,0.034,150.157,0.379,Anime
74077,12,0.752,0.65,228627,0.577,0,G#,0.0692,-9.395,Major,0.0283,124.24,0.7,Anime
80304,13,0.931,0.179,129468,0.206,0.688,F,0.109,-10.554,Minor,0.0309,89.392,0.0685,Anime
71632,24,0.808,0.155,96173,0.116,0.955,F,0.0973,-19.432,Major,0.0442,89.643,0.0346,Anime
42855,26,0.961,0.458,209500,0.215,2.25E-05,F,0.0778,-12.619,Major,0.0318,143.835,0.146,Anime
82821,27,0.103,0.506,269973,0.397,0.771,D,0.38,-14.039,Major,0.0364,114.235,0.239,Anime
58818,25,0.994,0.135,216760,0.0438,0.959,D,0.0735,-30.374,Major,0.0545,75.959,0.0419,Anime
44255,27,0.000143,0.458,196787,0.949,0,C#,0.357,-2.425,Minor,0.138,74.805,0.554,Anime
34421,21,0.00546,0.542,216467,0.923,1.07E-05,C#,0.259,-1.773,Minor,0.0339,138.998,0.675,Anime
63108,24,0.00171,0.536,214467,0.962,0,D,0.335,-2.783,Major,0.151,109.993,0.525,Anime
66885,22,0.00036,0.635,264973,0.849,6.16E-05,A,0.0169,-3.659,Major,0.0278,128.058,0.734,Anime
81239,36,0.0605,0.377,219893,0.964,7.68E-06,F#,0.0957,-2.79,Major,0.18,184.03,0.547,Anime
64064,27,0.95,0.147,201467,0.149,0.0401,F,0.116,-15.086,Minor,0.0456,76.354,0.0955,Anime
60802,19,0.0503,0.575,305627,0.989,0.00573,B,0.107,-1.49,Minor,0.119,123.937,0.856,Anime
67664,27,0.426,0.604,150267,0.461,0,D,0.0856,-9.288,Major,0.0289,87.561,0.359,Anime
91642,20,0.00324,0.619,251000,0.932,0,C,0.657,-3.157,Major,0.0574,127.94,0.696,Anime
36939,15,0.0744,0.635,254147,0.997,0.181,A#,0.615,-1.556,Minor,0.0962,115.72,0.295,Anime
66738,16,0.61,0.479,35640,0.634,0.977,F,0.256,-11.774,Minor,0.0961,89.949,0.53,Anime
23070,34,0.853,0.809,118573,0.546,0.74,B,0.103,-13.949,Minor,0.0605,110.018,0.223,Anime
54927,26,3.19E-05,0.297,218240,0.954,5.52E-05,F,0.404,0.222,Minor,0.0798,94.43,0.438,Anime
81520,32,0.956,0.374,231107,0.101,0.885,F,0.0825,-23.748,Minor,0.0559,103.259,0.0713,Anime
53982,21,0.786,0.323,237547,0.521,0,D,0.307,-6.054,Major,0.0278,86.973,0.286,Anime
44996,27,0.957,0.427,58413,0.00154,0.00374,G,0.113,-29.032,Major,0.0706,113.61,0.152,Anime
46997,41,0.204,0.603,202347,0.746,1.51E-05,E,0.349,-5.842,Minor,0.042,127.994,0.366,Anime
27064,49,0.199,0.768,297507,0.413,1.83E-05,G,0.123,-10.017,Major,0.0262,104.001,0.459,Anime
56323,14,0.432,0.608,266480,0.409,0,B,0.0687,-7.606,Minor,0.0342,147.848,0.222,Anime
25366,35,0.0571,0.527,172040,0.658,0.959,A,0.25,-6.904,Minor,0.0297,110.021,0.456,Anime
30682,21,0.986,0.579,213100,0.0514,0.938,C#,0.11,-25.305,Minor,0.0638,78.897,0.0621,Anime
71820,23,0.021,0.587,271133,0.98,0.00963,D,0.119,-1.502,Minor,0.067,150.015,0.746,Anime
35327,36,0.0507,0.412,266347,0.715,3.03E-06,A,0.127,-5.644,Major,0.0407,187.863,0.433,Anime
86033,30,0.102,0.5,122227,0.367,0.944,G,0.083,-17.977,Major,0.0285,90.053,0.175,Anime
70294,38,0.001,0.452,235067,0.793,0,F#,0.0315,-2.191,Major,0.0925,189.919,0.925,Anime
56577,24,0.0265,0.632,271213,0.853,0,D#,0.32,-5.675,Major,0.0526,107.866,0.862,Anime
56019,15,0.000148,0.429,199053,0.931,0.00791,E,0.37,-3.959,Major,0.0524,85.122,0.567,Anime
55828,35,0.576,0.216,121573,0.302,0.00395,A#,0.112,-10.952,Major,0.0339,60.52,0.0385,Anime
23372,32,0.681,0.466,235191,0.519,0,F#,0.132,-4.722,Major,0.0272,73.994,0.371,Anime
39199,12,0.905,0.232,78827,0.135,0.000534,E,0.224,-16.555,Minor,0.0449,109.526,0.639,Anime
87975,31,0.85,0.319,190133,0.39,0.338,F,0.101,-11.548,Minor,0.0317,169.998,0.322,Anime
46514,21,0.317,0.475,256285,0.928,0,F#,0.205,-3.201,Major,0.0509,181.005,0.817,Anime
73136,49,0.642,0.504,178213,0.38,0.857,F#,0.0697,-11.826,Minor,0.037,123.911,0.0535,Anime
68215,43,0.00266,0.335,260240,0.97,0,E,0.576,-3.914,Major,0.168,93.43,0.462,Anime
47260,32,0.854,0.735,108347,0.203,0.00164,A,0.105,-13.237,Minor,0.0539,113.913,0.479,Anime
29493,34,0.313,0.489,281054,0.827,0,G#,0.0955,-3.148,Major,0.0338,142.956,0.58,Anime
46373,25,0.117,0.639,359598,0.815,0,F#,0.532,-4.021,Major,0.0311,121.95,0.545,Anime
24017,23,0.000141,0.294,365453,0.761,0.0419,G#,0.0888,-5.829,Major,0.0469,180.096,0.155,Anime
51665,26,0.291,0.449,267707,0.515,0,F#,0.278,-5.835,Minor,0.0264,170.104,0.338,Anime
87938,20,0.823,0.545,123493,0.285,0.32,G,0.102,-16.449,Major,0.0384,69.996,0.431,Anime
30733,22,0.905,0.0798,354160,0.064,0.901,G,0.0614,-23.771,Major,0.0403,81.297,0.0393,Anime
54414,32,0.974,0.343,169013,0.0617,0.572,G#,0.104,-16.953,Major,0.0436,116.141,0.173,Anime
46839,24,0.00176,0.589,265787,0.943,0.251,A,0.0607,-5.18,Major,0.0348,100.396,0.618,Anime
21193,9,0.99,0.337,118693,0.00568,0.0221,F#,0.111,-28.057,Major,0.0435,111.502,0.443,Anime
63556,40,0.0785,0.596,286333,0.822,0,G#,0.343,-4.085,Major,0.029,109.96,0.603,Anime
44363,16,0.00207,0.586,228107,0.959,0,F#,0.124,-2.772,Major,0.0718,132.005,0.661,Anime
51661,24,0.988,0.249,123570,0.143,0.946,F,0.0961,-22.139,Minor,0.0429,65.389,0.0382,Anime
25472,22,0.232,0.708,268286,0.651,0,G#,0.161,-6.517,Major,0.0504,133.997,0.541,Anime
54352,18,0.182,0.64,378800,0.568,5.94E-05,C#,0.0763,-6.11,Major,0.0277,124.049,0.164,Anime
39861,21,0.398,0.664,241987,0.676,0,G,0.198,-5.61,Major,0.0449,104.043,0.536,Anime
67239,19,0.99,0.316,165173,0.00447,0.876,C,0.0738,-29.326,Major,0.0384,66.915,0.213,Anime
20458,16,0.109,0.545,312160,0.662,0,F,0.314,-4.778,Major,0.0288,82.013,0.422,Anime
32100,32,0.000764,0.53,257533,0.973,0,E,0.0677,-4.5,Minor,0.144,140.992,0.342,Anime
55573,18,0.369,0.139,147187,0.563,0.728,F,0.379,-8.072,Minor,0.0377,76.35,0.163,Anime
75313,27,0.000405,0.349,280600,0.852,0.0365,A,0.105,-3.988,Major,0.0511,170.069,0.56,Anime
54424,24,0.145,0.587,196013,0.86,0.00218,B,0.299,-6.879,Minor,0.034,89.975,0.808,Anime
51389,21,0.801,0.593,280240,0.417,0.305,A#,0.0985,-12.325,Major,0.0281,101.025,0.382,Anime
76870,17,0.665,0.841,279640,0.457,0,G#,0.173,-6.926,Major,0.0367,120.012,0.327,Anime
87087,27,0.957,0.451,247667,0.228,0,C#,0.111,-14.304,Major,0.0451,143.376,0.289,Anime
42704,14,0.0629,0.558,188727,0.544,0,F#,0.164,-0.627,Major,0.0341,73.357,0.654,Anime
65946,22,0.195,0.569,371267,0.477,0.897,C,0.282,-9.828,Minor,0.0627,173.958,0.39,Anime
35218,34,0.047,0.504,193680,0.944,0.0166,F#,0.104,-1.199,Major,0.124,180.051,0.795,Anime
61706,25,0.477,0.332,240253,0.57,0.928,F,0.0969,-9.249,Minor,0.0356,85.916,0.168,Anime
34063,31,0.125,0.557,295107,0.873,0.000168,G,0.144,-2.778,Major,0.0307,131.971,0.29,Anime
59351,17,3.46E-05,0.359,91693,0.902,0.863,E,0.271,-9.038,Minor,0.0438,161.862,0.727,Anime
76599,21,0.00078,0.596,134453,0.885,0.888,C#,0.0422,-5.95,Major,0.052,95.457,0.682,Anime
74305,24,0.813,0.615,272541,0.378,0,C#,0.145,-9.086,Major,0.0292,169.842,0.713,Anime
75665,42,0.116,0.645,326213,0.707,3.28E-06,C#,0.584,-6.603,Minor,0.29,129.963,0.733,Anime
29391,32,0.0679,0.175,190693,0.249,0.664,D,0.135,-10.615,Major,0.0317,76.478,0.0392,Anime
65387,21,0.401,0.428,162333,0.248,0.948,G#,0.187,-11.371,Major,0.0343,119.976,0.235,Anime
25273,41,0.0258,0.715,245080,0.948,0.000184,B,0.0544,-2.817,Minor,0.0595,96.988,0.858,Anime
32006,43,0.000102,0.504,260352,0.92,0,C,0.435,-4.336,Major,0.0369,148.108,0.508,Anime
64255,29,0.904,0.127,237607,0.282,0.948,B,0.111,-17.587,Minor,0.0469,86.331,0.0779,Anime
37237,42,0.00126,0.406,253613,0.919,0,D,0.183,-3.569,Minor,0.102,175.935,0.511,Anime
43012,23,0.00614,0.39,257413,0.914,0.00353,E,0.392,-1.822,Minor,0.132,176.058,0.223,Anime
56654,43,2.46E-05,0.407,292840,0.926,8.34E-05,F,0.298,-3.879,Minor,0.0536,103.976,0.444,Anime
34397,13,0.996,0.562,170493,0.0232,0.959,E,0.0757,-25.984,Minor,0.0687,86.646,0.132,Anime
85017,29,0.671,0.557,296187,0.475,0,F,0.117,-6.04,Major,0.0251,93.01,0.284,Anime
86853,31,0.000116,0.506,131267,0.983,0.704,E,0.431,-2.195,Major,0.127,96.094,0.654,Anime
65184,40,0.669,0.38,270080,0.311,0,G,0.0991,-6.157,Minor,0.0352,138.256,0.275,Anime
34640,50,0.0541,0.325,148920,0.936,0,D#,0.0312,-4.539,Minor,0.193,143.035,0.492,Anime
68846,21,0.614,0.133,85800,0.309,0.914,A,0.0645,-16.728,Minor,0.0427,99.247,0.155,Anime
57924,53,0.0353,0.458,218493,0.877,0,C#,0.106,-4.229,Major,0.0503,136.034,0.386,Anime
36111,13,0.596,0.463,396960,0.491,0.458,C,0.0916,-11.65,Minor,0.0338,163.85,0.318,Anime
28126,30,0.864,0.248,252640,0.514,1.38E-05,C,0.0776,-5.845,Minor,0.0459,74.197,0.394,Anime
28577,15,0.786,0.648,292493,0.634,0,C,0.333,-4.312,Major,0.0295,112.497,0.735,Anime
28074,23,0.992,0.59,188072,0.152,0.947,A,0.0955,-19.628,Major,0.0523,77.144,0.319,Anime
30530,18,0.0146,0.581,224027,0.611,0,F#,0.305,-6.372,Major,0.0531,206.155,0.9,Anime
89906,30,0.00216,0.467,329853,0.888,0,F,0.319,-4.454,Major,0.0971,94.945,0.312,Anime
52016,17,0.000312,0.484,224098,0.983,0.156,C#,0.226,-2.85,Major,0.0984,95.023,0.542,Anime
47093,11,0.291,0.613,70600,0.528,0.924,D,0.089,-8.887,Minor,0.0441,139.345,0.84,Anime
69059,11,1.66E-05,0.317,139573,0.927,0.233,E,0.0735,-5.733,Minor,0.077,185.009,0.363,Anime
50795,19,0.239,0.502,423013,0.57,5.21E-05,E,0.125,-7.266,Minor,0.0258,79.984,0.259,Anime
22583,25,0.0305,0.589,219000,0.943,0.000109,B,0.0565,-3.593,Minor,0.0483,127.005,0.929,Anime
60991,21,0.49,0.608,319307,0.808,7.77E-05,G,0.316,-2.78,Major,0.0372,83.944,0.913,Anime
55877,21,0.886,0.495,322760,0.345,0,E,0.367,-8.356,Minor,0.0262,105.06,0.286,Anime
78881,25,1.00E-05,0.331,386733,0.848,0.00442,F#,0.742,-6.14,Minor,0.049,106.017,0.269,Anime
72772,15,0.0503,0.446,303067,0.772,0.000274,C#,0.0982,-2.698,Minor,0.0304,152.06,0.469,Anime
86996,17,0.0391,0.595,224053,0.902,0,C,0.104,-3.656,Major,0.0785,180.003,0.958,Anime
52866,25,0.0335,0.474,261667,0.843,5.14E-06,F#,0.159,-4.511,Minor,0.0552,176.095,0.919,Anime
91602,13,0.0239,0.535,121760,0.647,0.735,C,0.0908,-8.537,Minor,0.0322,139.391,0.737,Anime
26825,15,0.577,0.612,148413,0.493,0.811,B,0.216,-10.304,Minor,0.0264,95.035,0.587,Anime
90071,40,0.122,0.747,270000,0.832,0,G#,0.0796,-5.747,Major,0.0318,109.991,0.82,Anime
50252,33,0.0402,0.449,245400,0.704,0,C#,0.269,-5.249,Major,0.0291,168.019,0.67,Anime
87226,25,0.995,0.312,42000,0.0755,3.25E-06,A,0.0523,-16.851,Major,0.0518,81.631,0.169,Anime
25738,15,0.983,0.641,306364,0.0739,0.874,A,0.0837,-19.531,Minor,0.0335,132.083,0.28,Anime
27423,44,0.0235,0.765,319520,0.932,2.53E-06,G,0.119,-2.578,Minor,0.048,129.983,0.827,Anime
71422,21,0.32,0.663,253693,0.88,0,C,0.188,-3.471,Major,0.0344,132.029,0.735,Anime
38275,15,0.306,0.514,243074,0.696,0.00108,C,0.298,-7.933,Major,0.037,128.055,0.333,Anime
54517,47,0.000826,0.495,240497,0.837,0,F#,0.0461,-2.703,Minor,0.0467,176.096,0.82,Anime
25575,14,0.0166,0.654,325467,0.941,8.66E-06,B,0.12,-3.195,Minor,0.0733,103.991,0.684,Anime
27615,27,0.717,0.63,340213,0.456,0,E,0.341,-6.995,Major,0.0279,126.082,0.219,Anime
75004,25,0.0307,0.455,234813,0.965,0,E,0.357,-2.475,Minor,0.107,172.963,0.688,Anime
73304,18,0.52,0.547,311013,0.395,0,F#,0.155,-5.457,Major,0.0255,135.854,0.297,Anime
53279,14,0.00629,0.668,224973,0.661,0,B,0.113,-6.378,Major,0.0434,124.989,0.583,Anime
45534,15,0.757,0.309,245173,0.509,0,G#,0.134,-7.107,Minor,0.0564,81.125,0.114,Anime
86569,15,0.149,0.422,222227,0.758,0,G#,0.242,-5.024,Major,0.0592,124.059,0.783,Anime
85848,20,0.0116,0.551,198029,0.937,1.27E-06,D,0.374,-7.248,Major,0.0673,103.951,0.627,Anime
87881,30,0.00129,0.424,246600,0.945,0.132,D,0.391,-4.478,Major,0.31,100.092,0.273,Anime
75137,34,0.0161,0.391,135427,0.56,0.887,C,0.0918,-6.868,Minor,0.0304,120.463,0.321,Anime
87944,21,0.776,0.516,209507,0.358,0.114,D,0.102,-8.865,Minor,0.053,152.891,0.671,Anime
66015,30,0.887,0.466,249827,0.233,0,A#,0.152,-9.075,Major,0.0311,139.982,0.337,Anime
64615,33,0.00577,0.39,198280,0.884,0,A,0.295,-4.52,Minor,0.0441,164.103,0.61,Anime
47461,16,0.00119,0.472,238867,0.979,1.50E-05,F#,0.0838,-2.096,Minor,0.399,199.986,0.495,Anime
73249,35,0.000407,0.394,128627,0.833,0.818,G,0.104,-8.174,Minor,0.0632,139.995,0.301,Anime
43468,24,1.09E-05,0.5,172853,0.918,0.699,C,0.274,-5.58,Major,0.0425,130.068,0.172,Anime
81376,31,0.000187,0.205,242960,0.778,0.000156,G,0.18,-3.24,Major,0.0604,153.015,0.322,Anime
53882,39,0.00913,0.293,232667,0.849,0,E,0.0801,-2.079,Major,0.038,179.888,0.679,Anime
42921,35,0.18,0.553,258773,0.585,2.17E-06,D#,0.144,-6.15,Major,0.03,135.824,0.371,Anime
44469,22,0.157,0.197,101653,0.0838,0.79,D,0.237,-24.001,Minor,0.041,127.441,0.0359,Anime
40187,40,0.888,0.37,195360,0.471,0.003,A#,0.103,-10.544,Major,0.0371,146.322,0.373,Anime
42378,17,0.96,0.503,213520,0.257,0.000541,E,0.0835,-11.266,Minor,0.0347,139.934,0.429,Anime
33328,16,0.111,0.537,281480,0.951,0,D,0.178,-3.949,Major,0.0993,133.038,0.628,Anime
51604,13,0.043,0.608,291320,0.785,1.48E-06,F,0.148,-6.47,Major,0.102,127.927,0.503,Anime
72110,35,0.000137,0.499,211867,0.973,1.63E-05,F#,0.27,-2.848,Major,0.0676,102.539,0.565,Anime
28870,23,0.113,0.65,221680,0.923,4.07E-06,G,0.117,-1.272,Major,0.078,160.064,0.845,Anime
89839,28,0.317,0.656,283467,0.659,0,G,0.116,-3.925,Major,0.0304,122.013,0.702,Anime
36591,42,0.903,0.167,406400,0.111,0.889,C,0.65,-24.573,Major,0.0445,71.516,0.0392,Anime
32357,27,0.000218,0.406,320920,0.976,0.0423,D,0.158,-4.852,Major,0.0595,143.133,0.328,Anime
65199,55,0.78,0.619,207360,0.534,0,C#,0.331,-5.974,Major,0.0344,96.986,0.792,Anime
47373,23,0.902,0.294,117733,0.196,0.84,C,0.0968,-21.903,Major,0.0355,96.639,0.203,Anime
54756,20,0.516,0.35,98744,0.305,0.9,B,0.108,-14.217,Minor,0.0361,134.706,0.331,Anime
37564,17,2.98E-06,0.385,245040,0.99,0.788,E,0.13,-4.036,Minor,0.118,140.003,0.278,Anime
26778,27,0.909,0.139,196200,0.155,0.353,C,0.162,-14.586,Minor,0.0416,82.274,0.0393,Anime
36885,28,0.994,0.27,209600,0.0171,0.921,E,0.145,-31.429,Major,0.041,70.931,0.147,Anime
44805,33,0.173,0.552,233280,0.916,0.000639,C,0.263,-2.519,Minor,0.0484,95.99,0.811,Anime
21153,32,0.131,0.538,323740,0.944,0,D#,0.381,-3.145,Minor,0.178,142.039,0.493,Anime
23172,13,0.967,0.354,105867,0.256,0.0615,A#,0.11,-12.42,Minor,0.0438,143.447,0.459,Anime
70043,19,0.000428,0.519,258440,0.947,0.00707,A,0.12,-3.554,Major,0.0925,158.094,0.643,Anime
69723,14,0.563,0.38,354387,0.794,0,G,0.12,-6.244,Major,0.0529,159.506,0.221,Anime
40644,20,0.132,0.579,316067,0.831,0.397,D,0.126,-6.563,Major,0.0452,125.001,0.669,Anime
60206,14,0.754,0.257,115133,0.293,0.913,A#,0.0689,-14.88,Minor,0.0385,179.973,0.0305,Anime
84672,15,0.995,0.259,111333,0.0196,0.868,C,0.106,-25.716,Major,0.0494,81.975,0.221,Anime
49753,44,0.0769,0.404,271383,0.834,0,F#,0.102,-3.877,Major,0.0389,89.857,0.352,Anime
40705,32,0.0165,0.506,319387,0.953,0,G,0.138,-2.148,Major,0.0594,97.486,0.414,Anime
57683,23,0.602,0.743,180870,0.511,0.00153,G,0.0611,-8.976,Minor,0.0342,138.044,0.516,Anime
46883,30,0.0725,0.429,190610,0.704,3.17E-05,D,0.125,-6.803,Major,0.0373,82.025,0.554,Anime
61636,14,0.119,0.63,240413,0.809,0.000267,D#,0.356,-3.611,Major,0.035,123.957,0.378,Anime
63590,15,0.000727,0.563,279053,0.787,0,C#,0.178,-4.515,Major,0.0337,124.996,0.553,Anime
80437,30,0.0239,0.517,233875,0.848,0,A#,0.237,-2.971,Major,0.0992,144.938,0.577,Anime
42934,38,0.505,0.159,151400,0.197,0.94,A,0.127,-15.228,Minor,0.0312,85.869,0.125,Anime
29066,38,0.539,0.576,156200,0.456,0.959,F,0.108,-11.746,Major,0.0258,139.994,0.316,Anime
57107,35,0.0933,0.582,253307,0.991,0.000503,D,0.368,-1.119,Major,0.27,141.009,0.433,Anime
58434,19,0.00372,0.32,240813,0.769,0,F,0.139,-4.44,Major,0.0771,80.445,0.73,Anime
56296,21,0.129,0.386,212500,0.555,0.0341,E,0.696,-10.359,Minor,0.0813,79.882,0.471,Anime
26693,26,0.217,0.553,228560,0.614,0,F#,0.274,-5.281,Minor,0.0325,126.954,0.501,Anime
31674,34,0.00123,0.255,241080,0.954,0.92,F,0.111,-3.554,Major,0.229,179.968,0.406,Anime
85750,22,2.60E-05,0.497,295387,0.935,0.877,C,0.0829,-3.53,Major,0.0466,111.997,0.338,Anime
40230,32,0.114,0.626,262120,0.882,0.000191,D#,0.144,-4.051,Minor,0.0361,109.004,0.361,Anime
38538,31,0.752,0.551,347093,0.366,7.41E-05,E,0.102,-6.94,Major,0.0251,139.944,0.141,Anime
89428,14,0.188,0.686,274373,0.807,0,B,0.776,-4.475,Minor,0.0475,115.962,0.462,Anime
79976,21,0.994,0.444,206640,0.0208,0.826,A,0.0845,-29.079,Minor,0.0719,164.066,0.0645,Anime
83874,30,0.949,0.517,153280,0.241,0.86,G,0.168,-16.134,Major,0.0314,159.991,0.139,Anime
77550,14,0.881,0.736,74933,0.475,0.948,G,0.164,-13.639,Major,0.0806,140.351,0.974,Anime
66409,29,0.17,0.523,255840,0.909,0,F,0.165,-1.972,Major,0.0681,149.979,0.47,Anime
26111,12,0.156,0.269,150453,0.261,0.934,B,0.201,-12.435,Major,0.0368,59.962,0.292,Anime
43564,26,0.437,0.696,293707,0.696,2.36E-06,B,0.101,-6.332,Major,0.0312,128.033,0.958,Anime
32798,44,0.00365,0.538,236693,0.811,0,G,0.367,-4.445,Major,0.118,92.522,0.585,Anime
42263,26,0.755,0.462,109467,0.319,0.652,C,0.0999,-14.789,Major,0.034,79.851,0.135,Anime
